loja,sku,titulo,fabricante,categoria,disponibilidade,preco,url,fabricante_original,peso_g,unidade_peso_extraida,unidades,categoria_quantidade,faixa_peso,preco_por_100g,preco_por_500g,preco_por_unidade
Paodeacucar,1244781,Café em Cápsula Torrado e Moído Forte Espresso Illy Caixa 57g 10 Unidades,Illy,Básico da despensa,Disponivel,28.99,https://www.paodeacucar.com/produto/472430/cafe-em-capsula-torrado-e-moido-forte-espresso-illy-caixa-57g-10-unidades,Illy,57.0,g,10.0,peso,ate_100g,50.86,254.3,2.9
Paodeacucar,1244782,Café em Cápsula Torrado e Moído Intenso Espresso Illy Caixa 57g 10 Unidades,Illy,Básico da despensa,Disponivel,28.99,https://www.paodeacucar.com/produto/472428/cafe-em-capsula-torrado-e-moido-intenso-espresso-illy-caixa-57g-10-unidades,Illy,57.0,g,10.0,peso,ate_100g,50.86,254.3,2.9
Paodeacucar,1244783,Café em Cápsula Torrado e Moído Clássico Espresso Illy Caixa 57g 10 Unidades,Illy,Básico da despensa,Disponivel,28.99,https://www.paodeacucar.com/produto/472429/cafe-em-capsula-torrado-e-moido-classico-espresso-illy-caixa-57g-10-unidades,Illy,57.0,g,10.0,peso,ate_100g,50.86,254.3,2.9
Paodeacucar,1247719,Café Torrado e Moído a Vácuo Espresso Pilão Cafeteria Pacote 500g,Pilão,,Disponivel,27.94,https://www.paodeacucar.com/produto/476527/cafe-torrado-e-moido-a-vacuo-espresso-pilao-cafeteria-pacote-500g,Pilão,500.0,g,,peso,251g_500g,5.59,27.94,
Paodeacucar,1247730,Café Torrado e Moído Coado a Vácuo Pilão Cafeteria Pacote 500g,Pilão,,Indisponivel,12.49,https://www.paodeacucar.com/produto/476526/cafe-torrado-e-moido-coado-a-vacuo-pilao-cafeteria-pacote-500g,Pilão,500.0,g,,peso,251g_500g,2.5,12.49,
Paodeacucar,1251696,Café em Cápsula Espresso Forza Tres Caixa 10 Unidades 8g Cada,3 Corações,BÃ¡sico da despensa,Disponivel,26.99,https://www.paodeacucar.com/produto/477106/cafe-em-capsula-espresso-forza-tres-caixa-10-unidades-8g-cada,Três,80.0,g,10.0,peso,ate_100g,33.74,168.69,2.7
Paodeacucar,1256329,Café em Cápsula Torrado e Moído Amêndoas Torradas Baggio Aromas Caixa 50g 10 Unidades,Baggio,Básico da despensa,Disponivel,24.99,https://www.paodeacucar.com/produto/479115/cafe-em-capsula-torrado-e-moido-amendoas-torradas-baggio-aromas-caixa-50g-10-unidades,Baggio,50.0,g,10.0,peso,ate_100g,49.98,249.9,2.5
Paodeacucar,1258434,Café Torrado e Moído Prima Qualità Gourmet Pacote 250g,C Annata,,Disponivel,30.99,https://www.paodeacucar.com/produto/1628937/cafe-torrado-e-moido-prima-qualita-gourmet-pacote-250g,C Annata,250.0,g,,peso,101g_250g,12.4,61.98,
Paodeacucar,1275329,Café Torrado e Moído Intenso Lor Torras Gourmet Sachê 250g,L'OR,,Disponivel,21.44,https://www.paodeacucar.com/produto/596298/cafe-torrado-e-moido-intenso-lor-torras-gourmet-sache-250g,L'OR,250.0,g,,peso,101g_250g,8.58,42.88,
Paodeacucar,1275340,Café Solúvel em Pó Espresso Lor Vidro 100g,L'OR,Básico da despensa,Disponivel,25.99,https://www.paodeacucar.com/produto/596299/cafe-soluvel-em-po-espresso-lor-vidro-100g,L'OR,100.0,g,,peso,ate_100g,25.99,129.95,
Paodeacucar,1275436,Café em Cápsula Torrado e Moído Espresso Índia Nescafé Farmers Origins Caixa 44g 10 Unidades,Pilão,,Disponivel,27.94,https://www.paodeacucar.com/produto/596304/cafe-torrado-e-moido-a-vacuo-italiano-pilao-cafeteria-pacote-500g,Pilão,44.0,g,10.0,peso,ate_100g,63.5,317.5,2.79
Paodeacucar,1275437,Café Torrado e Moído Equilibrado Lor Torras Gourmet Sachê 250g,L'OR,,Disponivel,21.44,https://www.paodeacucar.com/produto/596303/cafe-torrado-e-moido-equilibrado-lor-torras-gourmet-sache-250g,L'OR,250.0,g,,peso,101g_250g,8.58,42.88,
Paodeacucar,1275439,Café Torrado e Moído Delicado Lor Torras Gourmet Sachê 250g,L'OR,Básico da despensa,Disponivel,21.44,https://www.paodeacucar.com/produto/596302/cafe-torrado-e-moido-delicado-lor-torras-gourmet-sache-250g,L'OR,250.0,g,,peso,101g_250g,8.58,42.88,
Paodeacucar,1275441,Café em Cápsula Torrado e Moído Espresso Ultimo Lor Caixa 52g 10 Unidades,L'OR,,Disponivel,30.99,https://www.paodeacucar.com/produto/596300/cafe-em-capsula-torrado-e-moido-espresso-ultimo-lor-caixa-52g-10-unidades,L'OR,52.0,g,10.0,peso,ate_100g,59.6,297.98,3.1
Paodeacucar,1275557,Café Solúvel em Pó Espresso Lor Sachê 40g,L'OR,Básico da despensa,Disponivel,9.09,https://www.paodeacucar.com/produto/596297/cafe-soluvel-em-po-espresso-lor-sache-40g,L'OR,40.0,g,,peso,ate_100g,22.72,113.62,
Paodeacucar,1277687,Café Torrado e Moído Colômbia Starbucks Single-Origin Pacote 250g,Starbucks,Básico da despensa,Indisponivel,51.9,https://www.paodeacucar.com/produto/643619/cafe-torrado-e-moido-colombia-starbucks-single-origin-pacote-250g,Starbucks,250.0,g,,peso,101g_250g,20.76,103.8,
Paodeacucar,1286079,Café Torrado e Moído Chocolate com Avelã Baggio Pacote 250g,Baggio,Básico da despensa,Disponivel,39.99,https://www.paodeacucar.com/produto/686056/cafe-torrado-e-moido-chocolate-com-avela-baggio-pacote-250g,Baggio,250.0,g,,peso,101g_250g,16.0,79.98,
Paodeacucar,1311339,Café Torrado e Moído Bravo Café Tenor Pacote 250g,Bravo Café,,Disponivel,23.99,https://www.paodeacucar.com/produto/807928/cafe-torrado-e-moido-bravo-cafe-tenor-pacote-250g,Bravo Cafe,250.0,g,,peso,101g_250g,9.6,47.98,
Paodeacucar,1328047,Café com Leite em Cápsula Supremo Macchiato 3 Corações Baileys Caixa 110g 10 Unidades,3 Corações,,Disponivel,25.99,https://www.paodeacucar.com/produto/1059435/cafe-com-leite-em-capsula-supremo-macchiato-3-coracoes-baileys-caixa-110g-10-unidades,Tres Coracoes,110.0,g,10.0,peso,101g_250g,23.63,118.14,2.6
Paodeacucar,1335902,Café em Cápsula Torrado e Moído Clássico Baggio Caixa 50g 10 Unidades,Baggio,Básico da despensa,Disponivel,24.99,https://www.paodeacucar.com/produto/1074962/cafe-em-capsula-torrado-e-moido-classico-baggio-caixa-50g-10-unidades,Baggio,50.0,g,10.0,peso,ate_100g,49.98,249.9,2.5
Paodeacucar,1340447,Café Gourmet Moído - 250g,Santa Mônica,,Disponivel,39.99,https://www.paodeacucar.com/produto/566664/cafe-gourmet-moido---250g,Santa Monica,250.0,g,,peso,101g_250g,16.0,79.98,
Paodeacucar,1340460,Café em Cápsula Torrado e Moído Santa Monica Gourmet Caixa 50g 10 Unidades,Santa Mônica,,Disponivel,27.99,https://www.paodeacucar.com/produto/541135/cafe-em-capsula-torrado-e-moido-santa-monica-gourmet-caixa-50g-10-unidades,Santa Monica,50.0,g,10.0,peso,ate_100g,55.98,279.9,2.8
Paodeacucar,1340461,Café Solúvel Liofilizado Intense Lor Sachê 40g,Santa Mônica,,Indisponivel,22.99,https://www.paodeacucar.com/produto/566666/cafe-intenso-em-capsulas--display-com-10-unidades-,Santa Monica,40.0,g,,peso,ate_100g,57.48,287.38,
Paodeacucar,1340462,Café Torrado e Moído Santa Monica Gourmet Premium Pacote 500g,Santa Mônica,,Disponivel,48.99,https://www.paodeacucar.com/produto/703131/cafe-torrado-e-moido-santa-monica-gourmet-premium-pacote-500g,Santa Monica,500.0,g,,peso,251g_500g,9.8,48.99,
Paodeacucar,1340557,Café em Cápsula Baunilha Santa Monica Gourmet Caixa 50g 10 Unidades,Santa Mônica,,Disponivel,27.99,https://www.paodeacucar.com/produto/1209629/cafe-em-capsula-baunilha-santa-monica-gourmet-caixa-50g-10-unidades,Santa Monica,50.0,g,10.0,peso,ate_100g,55.98,279.9,2.8
Paodeacucar,1340558,Café em Cápsula Caramelo Santa Monica Gourmet Caixa 50g 10 Unidades,Santa Mônica,,Disponivel,27.99,https://www.paodeacucar.com/produto/1209628/cafe-em-capsula-caramelo-santa-monica-gourmet-caixa-50g-10-unidades,Santa Monica,50.0,g,10.0,peso,ate_100g,55.98,279.9,2.8
Paodeacucar,1341043,Café em Cápsula Torrado e Moído Starbucks Breakfast Blend Caixa 56g 10 Unidades,Starbucks,Básico da despensa,Disponivel,75.9,https://www.paodeacucar.com/produto/1244883/cafe-em-capsula-torrado-e-moido-starbucks-breakfast-blend-caixa-56g-10-unidades,Starbucks,56.0,g,10.0,peso,ate_100g,135.54,677.68,7.59
Paodeacucar,1342755,Café em Cápsula NESCAFÉ DOLCE GUSTO Mochaccino Canela 10 Cápsulas 172g,Nescafé Dolce Gusto,Básico da despensa,Disponivel,25.99,https://www.paodeacucar.com/produto/1406868/cafe-em-capsula-nescafe-dolce-gusto-mochaccino-canela-10-capsulas-172g,Nescafé Dolce Gusto,172.0,g,10.0,peso,101g_250g,15.11,75.55,2.6
Paodeacucar,1343584,Café em Cápsula Torrado e Moído Bourbon Astro Café Caixa 50g 10 Unidades,Astro Cafe,,Disponivel,23.99,https://www.paodeacucar.com/produto/1376039/cafe-em-capsula-torrado-e-moido-bourbon-astro-cafe-caixa-50g-10-unidades,Astro Cafe,50.0,g,10.0,peso,ate_100g,47.98,239.9,2.4
Paodeacucar,1343585,Café em Cápsula Torrado e Moído Supremo Astro Café Caixa 50g 10 Unidades,Astro Cafe,,Disponivel,23.99,https://www.paodeacucar.com/produto/1376038/cafe-em-capsula-torrado-e-moido-supremo-astro-cafe-caixa-50g-10-unidades,Astro Cafe,50.0,g,10.0,peso,ate_100g,47.98,239.9,2.4
Paodeacucar,1343886,Café Torrado e Moído Bravo Premium 500g,Bravo,,Disponivel,38.99,https://www.paodeacucar.com/produto/1376536/cafe-torrado-e-moido-bravo-premium-500g,Bravo,500.0,g,,peso,251g_500g,7.8,38.99,
Paodeacucar,1343970,Café em Cápsula Torrado e Moído Clássico Orfeu Caixa 50g 10 Unidades,Astro Cafe,,Indisponivel,9.49,https://www.paodeacucar.com/produto/1376013/cafe-em-capsula-torrado-e-moido-organico-astro-cafe-caixa-50g-10-unidades,Astro Cafe,50.0,g,10.0,peso,ate_100g,18.98,94.9,0.95
Paodeacucar,1344340,Café Torrado e Moído Tradicional União Pacote 500g,União,Básico da despensa,Disponivel,26.89,https://www.paodeacucar.com/produto/1376191/cafe-torrado-e-moido-tradicional-uniao-pacote-500g,União,500.0,g,,peso,251g_500g,5.38,26.89,
Paodeacucar,1344341,Café Torrado e Moído Extraforte União Pacote 500g,União,Básico da despensa,Disponivel,26.89,https://www.paodeacucar.com/produto/1376192/cafe-torrado-e-moido-extraforte-uniao-pacote-500g,União,500.0,g,,peso,251g_500g,5.38,26.89,
Paodeacucar,1344780,Café Torrado e Moído a Vácuo Tradicional Café Brasileiro Pacote 500g,Café Brasileiro,,Disponivel,25.49,https://www.paodeacucar.com/produto/1387196/cafe-torrado-e-moido-a-vacuo-tradicional-cafe-brasileiro-pacote-500g,Café Brasileiro,500.0,g,,peso,251g_500g,5.1,25.49,
Paodeacucar,1345288,Café Torrado e Moído 3 Corações Gourmet Dark Roast Pacote 250g,3 Corações,Básico da despensa,Disponivel,34.99,https://www.paodeacucar.com/produto/1433150/cafe-torrado-e-moido-3-coracoes-gourmet-dark-roast-pacote-250g,3 Corações,250.0,g,,peso,101g_250g,14.0,69.98,
Paodeacucar,1345312,Café em Cápsula Torrado e Moído Espresso Baunilha Lor Flavours Collection Caixa 52g 10 Unidades,L'OR,Básico da despensa,Disponivel,30.99,https://www.paodeacucar.com/produto/1376369/cafe-em-capsula-torrado-e-moido-espresso-baunilha-lor-flavours-collection-caixa-52g-10-unidades,L'OR,52.0,g,10.0,peso,ate_100g,59.6,297.98,3.1
Paodeacucar,1345313,Café em Cápsula Torrado e Moído Espresso Caramelo Lor Flavours Collection Caixa 52g 10 Unidades,L'OR,Básico da despensa,Indisponivel,5.34,https://www.paodeacucar.com/produto/1376367/cafe-em-capsula-torrado-e-moido-espresso-caramelo-lor-flavours-collection-caixa-52g-10-unidades,L'OR,52.0,g,10.0,peso,ate_100g,10.27,51.35,0.53
Paodeacucar,1351082,Café Solúvel em Pó Tradicional 3 Corações Lata 160g,3 Corações,,Disponivel,29.99,https://www.paodeacucar.com/produto/1615095/cafe-soluvel-em-po-tradicional-3-coracoes-lata-160g,3 Corações,160.0,g,,peso,101g_250g,18.74,93.72,
Paodeacucar,1352652,Café Torrado e Moído Meninos Soltando Pipas 1947 3 Corações Portinari Pacote 250g,3 Corações,,Disponivel,32.99,https://www.paodeacucar.com/produto/1386623/cafe-torrado-e-moido-meninos-soltando-pipas-1947-3-coracoes-portinari-pacote-250g,3 Corações,250.0,g,,peso,101g_250g,13.2,65.98,
Paodeacucar,1352653,Café Torrado e Moído Peneirando Café 1957 3 Corações Portinari Pacote 250g,3 Corações,,Indisponivel,139.9,https://www.paodeacucar.com/produto/1386624/cafe-torrado-e-moido-peneirando-cafe-1957-3-coracoes-portinari-pacote-250g,3 Corações,250.0,g,,peso,101g_250g,55.96,279.8,
Paodeacucar,1352654,Café em Cápsula Peneirando Café 1957 3 Corações Portinari Caixa 80g 10 Unidades,3 Corações,,Disponivel,26.99,https://www.paodeacucar.com/produto/1386621/cafe-em-capsula-peneirando-cafe-1957-3-coracoes-portinari-caixa-80g-10-unidades,3 Corações,80.0,g,10.0,peso,ate_100g,33.74,168.69,2.7
Paodeacucar,1352655,Café em Cápsula Meninos Soltando Pipas 1947 3 Corações Portinari Caixa 80g 10 Unidades,3 Corações,,Disponivel,26.99,https://www.paodeacucar.com/produto/1386622/cafe-em-capsula-meninos-soltando-pipas-1947-3-coracoes-portinari-caixa-80g-10-unidades,3 Corações,80.0,g,10.0,peso,ate_100g,33.74,168.69,2.7
Paodeacucar,1354299,Café Torrado em Grãos Santa Monica Gourmet Pacote 250g,Santa Mônica,,Disponivel,39.99,https://www.paodeacucar.com/produto/523829/cafe-torrado-em-graos-santa-monica-gourmet-pacote-250g,Santa Monica,250.0,g,,peso,101g_250g,16.0,79.98,
Paodeacucar,1354438,Café em Cápsula Torrado e Moído Chocolate Qualitá Caixa 50g 10 Unidades,Qualitá,,Disponivel,21.99,https://www.paodeacucar.com/produto/1462868/cafe-em-capsula-torrado-e-moido-chocolate-qualita-caixa-50g-10-unidades,Qualitá,50.0,g,10.0,peso,ate_100g,43.98,219.9,2.2
Paodeacucar,1354450,Café em Cápsula Torrado e Moído Qualitá Caixa 50g 10 Unidades,Qualitá,,Disponivel,21.99,https://www.paodeacucar.com/produto/1462869/cafe-em-capsula-torrado-e-moido-qualita-caixa-50g-10-unidades,Qualitá,50.0,g,10.0,peso,ate_100g,43.98,219.9,2.2
Paodeacucar,1363093,Café Solúvel Liofilizado Montanhas Capixabas Lor Vidro 84g,L'OR,Básico da despensa,Disponivel,19.49,https://www.paodeacucar.com/produto/1515094/cafe-soluvel-liofilizado-montanhas-capixabas-lor-vidro-84g,L'OR,84.0,g,,peso,ate_100g,23.2,116.01,
Paodeacucar,1363096,Café Solúvel em Pó Pilão Cafeteria Vidro 70g,Pilão,,Disponivel,20.14,https://www.paodeacucar.com/produto/1515097/cafe-soluvel-em-po-pilao-cafeteria-vidro-70g,Pilão,70.0,g,,peso,ate_100g,28.77,143.86,
Paodeacucar,1363097,Café Solúvel em Pó Pilão Cafeteria Sachê 40g,Pilão,,Disponivel,17.33,https://www.paodeacucar.com/produto/1515096/cafe-soluvel-em-po-pilao-cafeteria-sache-40g,Pilão,40.0,g,,peso,ate_100g,43.32,216.62,
Paodeacucar,1363398,Café Torrado e Moído Orgânico Astro Café Pacote 250g,Astro Cafe,,Disponivel,33.99,https://www.paodeacucar.com/produto/1515081/cafe-torrado-e-moido-organico-astro-cafe-pacote-250g,Astro Cafe,250.0,g,,peso,101g_250g,13.6,67.98,
Paodeacucar,1363657,Café Torrado e Moído Supremo Astro Café Pacote 250g,Astro Cafe,,Disponivel,32.99,https://www.paodeacucar.com/produto/1515080/cafe-torrado-e-moido-supremo-astro-cafe-pacote-250g,Astro Cafe,250.0,g,,peso,101g_250g,13.2,65.98,
Paodeacucar,1363871,Especial de Café 180g,Genérico,,Disponivel,22.99,https://www.paodeacucar.com/produto/1517636/especial-de-cafe-180g,Genérico,180.0,g,,peso,101g_250g,12.77,63.86,
Paodeacucar,1363922,Café em Cápsula Torrado e Moído Ristretto Baggio Caixa 50g 10 Unidades,Baggio,,Disponivel,24.99,https://www.paodeacucar.com/produto/1558249/cafe-em-capsula-torrado-e-moido-ristretto-baggio-caixa-50g-10-unidades,Baggio,50.0,g,10.0,peso,ate_100g,49.98,249.9,2.5
Paodeacucar,1366618,Café Solúvel em Pó Espresso Equilibrado Nescafé Gold Lata 100g,Nescafé Gold,,Disponivel,35.19,https://www.paodeacucar.com/produto/1551387/cafe-soluvel-em-po-espresso-equilibrado-nescafe-gold-lata-100g,Nescafé Gold,100.0,g,,peso,ate_100g,35.19,175.95,
Paodeacucar,1366619,Café Solúvel em Pó Espresso Intenso Nescafé Gold Lata 100g,Nescafé Gold,,Disponivel,35.19,https://www.paodeacucar.com/produto/1551388/cafe-soluvel-em-po-espresso-intenso-nescafe-gold-lata-100g,Nescafé Gold,100.0,g,,peso,ate_100g,35.19,175.95,
Paodeacucar,1366892,Café com Leite Solúvel Original 3 Corações Lata 300g,3 Corações,Básico da despensa,Disponivel,27.99,https://www.paodeacucar.com/produto/1573891/cafe-com-leite-soluvel-original-3-coracoes-lata-300g,3 Corações,300.0,g,,peso,251g_500g,9.33,46.65,
Paodeacucar,1367237,Café em Cápsula NESCAFÉ DOLCEGUSTO Caffe Matinal 10 Cápsulas 80g,Nescafé Dolce Gusto,Básico da despensa,Disponivel,25.99,https://www.paodeacucar.com/produto/1559875/cafe-em-capsula-nescafe-dolcegusto-caffe-matinal-10-capsulas-80g,Nescafé Dolce Gusto,80.0,g,10.0,peso,ate_100g,32.49,162.44,2.6
Paodeacucar,1367240,Café em Cápsula Torrado e Moído Lungo Nescafé Dolce Gusto Caixa 70g 10 Unidades,Nescafé Dolce Gusto,Básico da despensa,Disponivel,25.99,https://www.paodeacucar.com/produto/1559871/cafe-em-capsula-torrado-e-moido-lungo-nescafe-dolce-gusto-caixa-70g-10-unidades,Nescafé Dolce Gusto,70.0,g,10.0,peso,ate_100g,37.13,185.64,2.6
Paodeacucar,1367241,Café em Cápsula Torrado e Moído Caseiro Nescafé Dolce Gusto Caixa 80g 10 Unidades,Nescafé Dolce Gusto,Básico da despensa,Disponivel,25.99,https://www.paodeacucar.com/produto/1559873/cafe-em-capsula-torrado-e-moido-caseiro-nescafe-dolce-gusto-caixa-80g-10-unidades,Nescafé Dolce Gusto,80.0,g,10.0,peso,ate_100g,32.49,162.44,2.6
Paodeacucar,1367242,"Café com Leite em Cápsula Latte Macchiato Nescafé Dolce Gusto Caixa 112,5g 10 Unidades",Nescafé Dolce Gusto,Básico da despensa,Disponivel,25.99,"https://www.paodeacucar.com/produto/1559872/cafe-com-leite-em-capsula-latte-macchiato-nescafe-dolce-gusto-caixa-112,5g-10-unidades",Nescafé Dolce Gusto,112.5,g,10.0,peso,101g_250g,23.1,115.51,2.6
Paodeacucar,1367244,Café em Cápsula Torrado e Moído Caseiro Intenso Nescafé Dolce Gusto Caixa 90g 10 Unidades,Nescafé Dolce Gusto,Básico da despensa,Disponivel,25.99,https://www.paodeacucar.com/produto/1560017/cafe-em-capsula-torrado-e-moido-caseiro-intenso-nescafe-dolce-gusto-caixa-90g-10-unidades,Nescafé Dolce Gusto,90.0,g,10.0,peso,ate_100g,28.88,144.39,2.6
Paodeacucar,1367245,Café au Lait em Cápsula Vanilla Nescafé Dolce Gusto Caixa 110g 10 Unidades,Nescafé Dolce Gusto,Básico da despensa,Disponivel,27.99,https://www.paodeacucar.com/produto/1560020/cafe-au-lait-em-capsula-vanilla-nescafe-dolce-gusto-caixa-110g-10-unidades,Nescafé Dolce Gusto,110.0,g,10.0,peso,101g_250g,25.45,127.23,2.8
Paodeacucar,1367246,Café au Lait em Cápsula Desnatado Nescafé Dolce Gusto Caixa 100g 10 Unidades,Nescafé Dolce Gusto,Básico da despensa,Disponivel,85.9,https://www.paodeacucar.com/produto/1559874/cafe-au-lait-em-capsula-desnatado-nescafe-dolce-gusto-caixa-100g-10-unidades,Nescafé Dolce Gusto,100.0,g,10.0,peso,ate_100g,85.9,429.5,8.59
Paodeacucar,1367247,Café em Cápsula Torrado e Moído Lungo Orgânico Nescafé Dolce Gusto Absolute Origin Brasil Caixa 80g 10 Unidades,Nescafé Dolce Gusto,Básico da despensa,Disponivel,31.99,https://www.paodeacucar.com/produto/1560019/cafe-em-capsula-torrado-e-moido-lungo-organico-nescafe-dolce-gusto-absolute-origin-brasil-caixa-80g-10-unidades,Nescafé Dolce Gusto,80.0,g,10.0,peso,ate_100g,39.99,199.94,3.2
Paodeacucar,1368588,Café Constantino moído 250g,Constantino,,Disponivel,35.99,https://www.paodeacucar.com/produto/534726/cafe-constantino-moido-250g,Constantino,250.0,g,,peso,101g_250g,14.4,71.98,
Paodeacucar,1369662,Café Torrado e Moído a Vácuo Tradicional União Pacote 500g,União,,Disponivel,26.89,https://www.paodeacucar.com/produto/1602262/cafe-torrado-e-moido-a-vacuo-tradicional-uniao-pacote-500g,União,500.0,g,,peso,251g_500g,5.38,26.89,
Paodeacucar,1369664,Café Torrado e Moído a Vácuo Extraforte União Pacote 500g,União,,Disponivel,34.99,https://www.paodeacucar.com/produto/1602263/cafe-torrado-e-moido-a-vacuo-extraforte-uniao-pacote-500g,União,500.0,g,,peso,251g_500g,7.0,34.99,
Paodeacucar,1369671,Café em Cápsula Torrado e Moído Orgânico 3 Corações Caixa 50g 10 Unidades,3 Corações,Básico da despensa,Disponivel,23.99,https://www.paodeacucar.com/produto/1593267/cafe-em-capsula-torrado-e-moido-organico-3-coracoes-caixa-50g-10-unidades,3 Corações,50.0,g,10.0,peso,ate_100g,47.98,239.9,2.4
Paodeacucar,1369672,Café em Cápsula Torrado e Moído Intenso 3 Corações Caixa 50g 10 Unidades,3 Corações,,Disponivel,23.99,https://www.paodeacucar.com/produto/1593263/cafe-em-capsula-torrado-e-moido-intenso-3-coracoes-caixa-50g-10-unidades,3 Corações,50.0,g,10.0,peso,ate_100g,47.98,239.9,2.4
Paodeacucar,1369673,Café em Cápsula Torrado e Moído Mogiana Paulista 3 Corações Caixa 50g 10 Unidades,3 Corações,Básico da despensa,Disponivel,23.99,https://www.paodeacucar.com/produto/1593264/cafe-em-capsula-torrado-e-moido-mogiana-paulista-3-coracoes-caixa-50g-10-unidades,3 Corações,50.0,g,10.0,peso,ate_100g,47.98,239.9,2.4
Paodeacucar,1369674,Café em Cápsula Torrado e Moído Cerrado Mineiro 3 Corações Caixa 50g 10 Unidades,3 Corações,,Disponivel,23.99,https://www.paodeacucar.com/produto/1593265/cafe-em-capsula-torrado-e-moido-cerrado-mineiro-3-coracoes-caixa-50g-10-unidades,3 Corações,50.0,g,10.0,peso,ate_100g,47.98,239.9,2.4
Paodeacucar,1370060,Café Solúvel Liofilizado Intense Lor Sachê 40g,L'OR,,Disponivel,9.09,https://www.paodeacucar.com/produto/1593278/cafe-soluvel-liofilizado-intense-lor-sache-40g,L'OR,40.0,g,,peso,ate_100g,22.72,113.62,
Paodeacucar,1370086,Café em Cápsula Torrado e Moído Espresso Extremo Pilão Caixa 52g 10 Unidades,Pilão,Básico da despensa,Disponivel,19.98,https://www.paodeacucar.com/produto/1593279/cafe-em-capsula-torrado-e-moido-espresso-extremo-pilao-caixa-52g-10-unidades,Pilão,52.0,g,10.0,peso,ate_100g,38.42,192.12,2.0
Paodeacucar,1370149,Café Solúvel Granulado Forte Nescafé Tradição Sachê 40g,Nescafé,Básico da despensa,Disponivel,7.91,https://www.paodeacucar.com/produto/1592480/cafe-soluvel-granulado-forte-nescafe-tradicao-sache-40g,Nescafé,40.0,g,,peso,ate_100g,19.78,98.88,
Paodeacucar,1370160,Café Solúvel Granulado Extraforte Nescafé Original Sachê 40g,Nescafé,,Disponivel,7.91,https://www.paodeacucar.com/produto/1592484/cafe-soluvel-granulado-extraforte-nescafe-original-sache-40g,Nescafé,40.0,g,,peso,ate_100g,19.78,98.88,
Paodeacucar,1370214,Café Solúvel Liofilizado Intense Lor Vidro 130g,L'OR,,Disponivel,24.04,https://www.paodeacucar.com/produto/1593283/cafe-soluvel-liofilizado-intense-lor-vidro-130g,L'OR,130.0,g,,peso,101g_250g,18.49,92.46,
Paodeacucar,1370230,Café Solúvel Liofilizado Classique Lor Vidro 130g,L'OR,,Disponivel,24.04,https://www.paodeacucar.com/produto/1593284/cafe-soluvel-liofilizado-classique-lor-vidro-130g,L'OR,130.0,g,,peso,101g_250g,18.49,92.46,
Paodeacucar,1370344,Café em Cápsula Torrado e Moído Clássico Qualitá 50g 10 Unidades,Qualitá,,Disponivel,21.99,https://www.paodeacucar.com/produto/1606432/cafe-em-capsula-torrado-e-moido-classico-qualita-50g-10-unidades,Qualitá,50.0,g,10.0,peso,ate_100g,43.98,219.9,2.2
Paodeacucar,1370358,Café em Cápsula Torrado e Moído Moderado Qualitá Caixa 50g 10 Unidades,Qualitá,,Disponivel,21.99,https://www.paodeacucar.com/produto/1609279/cafe-em-capsula-torrado-e-moido-moderado-qualita-caixa-50g-10-unidades,Qualitá,50.0,g,10.0,peso,ate_100g,43.98,219.9,2.2
Paodeacucar,1371760,Café Solúvel Granulado Suave Nescafé Matinal Sachê 40g,Nescafé,,Disponivel,7.91,https://www.paodeacucar.com/produto/1592474/cafe-soluvel-granulado-suave-nescafe-matinal-sache-40g,Nescafé,40.0,g,,peso,ate_100g,19.78,98.88,
Paodeacucar,1371862,Café em Cápsula Torrado e Moído Intenso Qualitá Caixa 50g 10 Unidades,Qualitá,,Disponivel,21.99,https://www.paodeacucar.com/produto/1606431/cafe-em-capsula-torrado-e-moido-intenso-qualita-caixa-50g-10-unidades,Qualitá,50.0,g,10.0,peso,ate_100g,43.98,219.9,2.2
Paodeacucar,1375804,Café em Cápsula Torrado e Moído Caseiro Dark Nescafé Dolce Gusto Caixa 78g 10 Unidades,Nescafé Dolce Gusto,,Indisponivel,,https://www.paodeacucar.com/produto/1606340/cafe-em-capsula-torrado-e-moido-caseiro-dark-nescafe-dolce-gusto-caixa-78g-10-unidades,Nescafé Dolce Gusto,78.0,g,10.0,peso,ate_100g,,,
Paodeacucar,1375805,Café em Cápsula Torrado e Moído Caseiro Delicate Nescafé Dolce Gusto Pacote 69g 10 Unidades,Nescafé Dolce Gusto,,Indisponivel,9.99,https://www.paodeacucar.com/produto/1606341/cafe-em-capsula-torrado-e-moido-caseiro-delicate-nescafe-dolce-gusto-pacote-69g-10-unidades,Nescafé Dolce Gusto,69.0,g,10.0,peso,ate_100g,14.48,72.39,1.0
Paodeacucar,1375955,Café em Cápsula Torrado e Moído Espresso Dark Nescafé Dolce Gusto Pacote 69g 10 Unidades,Nescafé Dolce Gusto,,Disponivel,27.99,https://www.paodeacucar.com/produto/1606360/cafe-em-capsula-torrado-e-moido-espresso-dark-nescafe-dolce-gusto-pacote-69g-10-unidades,Nescafé Dolce Gusto,69.0,g,10.0,peso,ate_100g,40.57,202.83,2.8
