Titulo,Fabricante,preco,loja,tipo_produto,quantidade_unidades,peso_gramas,faixa_peso,preco_100g,preco_500g,preco_unidade
Café Torrado e Moído a Vacúo Extra Forte Café do Ponto 500g,Café do Ponto,55.98,Mambo,tradicional,,500.0,251g_500g,11.196,55.98,
Cápsula de Café Intenso Orgânico Native 50g com 10 Unidades,Native,29.98,Mambo,capsula,10.0,50.0,ate_100g,59.96,299.8,2.998
Café Solúvel Tradicional 3 Corações Sache 40g,3 Corações,7.99,Mambo,soluvel,,40.0,ate_100g,19.975,99.875,
Café Solúvel Extra Forte Refil 3 Corações 40g,3 Corações,7.99,Mambo,soluvel,,40.0,ate_100g,19.975,99.875,
Capsúla de Café Descafeinado Baggio 50g,Baggio,33.98,Mambo,capsula,,50.0,ate_100g,67.96,339.8,
Café Torrado e Moído Gourmet Sul de Minas União 250g,União,24.99,Mambo,tradicional,,250.0,101g_250g,9.996,49.98,
Café Torrado e Moído Gourmet Cerrado Mineiro União 250g,União,24.99,Mambo,tradicional,,250.0,101g_250g,9.996,49.98,
Café Torrado e Moído Gourmet Mogiana Paulista União 250g,União,24.99,Mambo,tradicional,,250.0,101g_250g,9.996,49.98,
Café em Grãos Prima QualitÃ 500g,Prima Qualita,100.98,Mambo,graos,,500.0,251g_500g,20.196,100.98,
Café Solúvel com Leite Vegano 3 Corações Lata 220g,3 Corações,34.98,Mambo,soluvel,,220.0,101g_250g,15.9,79.5,
Cápsula de Café Latte Vegetal Tres 3 Corações 110g com 10 Unidades,3 Corações,32.98,Mambo,capsula,10.0,110.0,101g_250g,29.9818,149.9091,3.298
Café em Grãos Expresso Gourmet 3 Corações 500g,3 Corações,97.98,Mambo,graos,,500.0,251g_500g,19.596,97.98,
Cápsula de Café Máximo Cafés Especiais 3 Corações 56g com 10 Unidades,3 Corações,16.98,Mambo,capsula,10.0,56.0,ate_100g,30.3214,151.6071,1.698
Cápsula de Café Peru 3 Corações 56g com 10 Unidades,3 Corações,16.98,Mambo,capsula,10.0,56.0,ate_100g,30.3214,151.6071,1.698
Cápsula de Café Cappuccino Vegano Tres 3 Corações 110g com 10 Unidades,3 Corações,31.98,Mambo,capsula,10.0,110.0,101g_250g,29.0727,145.3636,3.198
Capsula de Café Espresso Star Wars Darth Vader 3 Corações 10 unidades,3 Corações,17.98,Mambo,capsula,10.0,,sem_peso,,,1.798
Café Solúvel Cappuccino Vegano 3 Corações Pote 140g,3 Corações,34.98,Mambo,soluvel,,140.0,101g_250g,24.9857,124.9286,
Café Solúvel Tradicional Iguaçu Refil 40g,Iguaçu,8.69,Mambo,soluvel,,40.0,ate_100g,21.725,108.625,
Café Solúvel Extra Forte Iguaçu Refil 40g,Iguaçu,8.69,Mambo,soluvel,,40.0,ate_100g,21.725,108.625,
Café Torrado e Moído Classico Roast Lata Illy 125g,Illy,19.98,Mambo,tradicional,,125.0,101g_250g,15.984,79.92,
Café Torrado e Moído Intenso Illy 125g,Illy,19.98,Mambo,tradicional,,125.0,101g_250g,15.984,79.92,
Café Torrado e Moído Acauã Varietais Orfeu 250g,Orfeu,48.98,Mambo,tradicional,,250.0,101g_250g,19.592,97.96,
Café em Grãos Japy Varietais Orfeu 250g,Orfeu,48.98,Mambo,graos,,250.0,101g_250g,19.592,97.96,
Cápsula de Café Arara Orfeu 50g com 10 Unidades,Orfeu,26.99,Mambo,capsula,10.0,50.0,ate_100g,53.98,269.9,2.699
Café em Grãos Acauã Varietais Orfeu 250g,Orfeu,48.98,Mambo,graos,,250.0,101g_250g,19.592,97.96,
Cápsula de Café Japi Orfeu 50g com 10 Unidades,Orfeu,26.99,Mambo,capsula,10.0,50.0,ate_100g,53.98,269.9,2.699
Café Torrado e Moído Japy Varietais Orfeu 250g,Orfeu,48.98,Mambo,tradicional,,250.0,101g_250g,19.592,97.96,
Café em Grãos Arara Varietais Orfeu 250g,Orfeu,48.98,Mambo,graos,,250.0,101g_250g,19.592,97.96,
Cápsula de Café Acauã Orfeu 50g com 10 Unidades,Orfeu,26.99,Mambo,capsula,10.0,50.0,ate_100g,53.98,269.9,2.699
Café Torrado e Moído Arara Varietais Orfeu 250g,Orfeu,49.98,Mambo,tradicional,,250.0,101g_250g,19.992,99.96,
Cápsula de Café Farmers Origins Andes Nescafé 44g com 10 Unidades,Nescafé,26.98,Mambo,capsula,10.0,44.0,ate_100g,61.3182,306.5909,2.698
Cápsula de Café Cappuccino Starbucks 100g com 10 Unidades,Starbucks,32.98,Mambo,capsula,10.0,100.0,ate_100g,32.98,164.9,3.298
Cápsula de Café Espresso Colombia Starbucks com 10 Cápsulas,Starbucks,32.98,Mambo,capsula,10.0,,sem_peso,,,3.298
"Cápsula de Café Caramel Macchiato Starbucks 106,5g com 10 Unidades",Starbucks,32.98,Mambo,capsula,10.0,106.5,101g_250g,30.9671,154.8357,3.298
Cápsula de Café Espresso Cerrado Mineiro Nescafé+Dolce Gusto 60g com 10 Unidades,Nescafé,21.9,Mambo,capsula,10.0,60.0,ate_100g,36.5,182.5,2.19
Café Solúvel Latte com Castanha-de-Caju A Tal da Castanha & 3 Corações 20g,3 Corações,5.59,Mambo,soluvel,,20.0,ate_100g,27.95,139.75,
Café Torrado e Moído Individual Gourmet Dark Roast Drip Coffee 3 Corações Sachê 11g,3 Corações,3.79,Mambo,sache_drip,,11.0,ate_100g,34.4545,172.2727,
Cápsula de Café Italiano Ristretto Carraro 55g com 10 Unidades,Carraro,24.98,Mambo,capsula,10.0,55.0,ate_100g,45.4182,227.0909,2.498
Cápsula de Café Italiano Gran Crema Carraro 55g com 10 Unidades,Carraro,24.98,Mambo,capsula,10.0,55.0,ate_100g,45.4182,227.0909,2.498
Cápsula de Café Italiano Dolce Arabica Carraro 55g com 10 Unidade,Carraro,24.98,Mambo,capsula,10.0,55.0,ate_100g,45.4182,227.0909,2.498
Cápsula de Café Italiano Intenso Carraro 55g com 10 Unidades,Carraro,24.98,Mambo,capsula,10.0,55.0,ate_100g,45.4182,227.0909,2.498
Cápsula de Café Pingado Dolce Gusto & Nescafé 140g com 10 Unidades,Nescafé,17.9,Mambo,capsula,10.0,140.0,101g_250g,12.7857,63.9286,1.79
Cafe Soluvel com Leite Descafeinado Sem Lactose 3 Coracoes Lata 200g,3 Corações,28.98,Mambo,soluvel,,200.0,101g_250g,14.49,72.45,
Cápsula de Café Alpino Tradicional Nescafé Dolce Gusto 178g com 10 Unidades,Nescafé,21.9,Mambo,capsula,10.0,178.0,101g_250g,12.3034,61.5169,2.19
Café Torrado e Moído Gourmet Ultimo L'or 250g,L'OR,30.49,Mambo,tradicional,,250.0,101g_250g,12.196,60.98,
Café Torrado e Moído Gourmet Origens Mogiana L'or 250g,L'OR,43.98,Mambo,tradicional,,250.0,101g_250g,17.592,87.96,
Café Torrado e Moído Gourmet Sul Minas L'or 250g,L'OR,43.98,Mambo,tradicional,,250.0,101g_250g,17.592,87.96,
Café Torrado e Moído Gourmet Cerrado L'or 250g,L'OR,43.98,Mambo,tradicional,,250.0,101g_250g,17.592,87.96,
Kit Cápsula de Café + Caneca Nespresso & Starbucks Pack com 40 Unidades Kit Cápsula de Café + Caneca Nespresso & Starbucks Caixa com 40 Unidades,Starbucks,127.49,Mambo,capsula,40.0,,sem_peso,,,3.1872
Cápsula de Café Cappuccino Moça Brigadeiro Dolce Gusto & Nescafé 180g com 10 Unidades,Nescafé,21.9,Mambo,capsula,10.0,180.0,101g_250g,12.1667,60.8333,2.19
Cápsula de Achocolatado KitKat Dolce Gusto & Nescafé170g com 10 Cápsulas,Nescafé,21.9,Mambo,capsula,10.0,170.0,101g_250g,12.8824,64.4118,2.19
Café Solúvel Cappuccino Doce de Leite Melitta 200g,Melitta,16.99,Mambo,soluvel,,200.0,101g_250g,8.495,42.475,
Cápsula de Café Audacce Melitta 53g com 10 Unidades,Melitta,18.99,Mambo,capsula,10.0,53.0,ate_100g,35.8302,179.1509,1.899
Cápsula de Café Descafeinado Intenso Melitta 53g com 10 Unidades,Melitta,18.99,Mambo,capsula,10.0,53.0,ate_100g,35.8302,179.1509,1.899
Cápsula de Café Marcato Melitta 53g com 10 Unidades,Melitta,18.99,Mambo,capsula,10.0,53.0,ate_100g,35.8302,179.1509,1.899
Café Solúvel Extraforte Melitta 40g,Melitta,10.98,Mambo,soluvel,,40.0,ate_100g,27.45,137.25,
Café Solúvel Tradicional Melitta 40g,Melitta,10.98,Mambo,soluvel,,40.0,ate_100g,27.45,137.25,
Cápsula de Café Ristretto Melitta 53g com 10 Unidades,Melitta,18.99,Mambo,capsula,10.0,53.0,ate_100g,35.8302,179.1509,1.899
